document,term,w
19,relative,1669
19,relatively,1670
19,releasing,848
19,reported,1089
19,reported,1089
19,reserves,1313
19,reserves,1313
19,resulting,1671
19,return,1446
19,risen,1672
19,rules,1673
19,sale,1378
19,sale,1378
19,sale,1378
19,sale,1378
19,seasons,1674
19,see,146
19,share,1675
19,share,1675
19,shareholders,1676
19,sold,1677
19,speaking,323
19,stood,1323
19,strengthen,1678
19,subsidiary,1679
19,substantially,1680
19,tax,879
19,tax,879
19,temperature,1681
19,three,171
19,three,171
19,thursday,964
19,thursday,964
19,thursday,964
19,transactions,1682
19,transmission,1683
19,tremendous,1684
19,trillion,1685
19,value,973
19,warm,1686
19,weather,1687
19,winter,1465
19,year,182
19,yearearlier,1688
19,years,184
20,adjust,1689
20,ago,3
20,ago,3
20,aim,1690
20,aim,1690
20,area,1691
20,areas,1692
20,array,1693
20,atlantis,1694
20,aug,1695
20,australia,1696
20,automatically,1697
20,automatically,1697
20,back,356
20,believe,15
20,best,699
20,better,360
20,calif,1698
20,cameras,1699
20,clouds,1700
20,clouds,1700
20,collect,1701
20,collected,1702
20,comes,1486
20,communications,718
20,completed,1703
20,computer,1704
20,concerned,1705
20,conducting,1706
20,conference,1488
20,contact,1707
20,contact,1707
20,contact,1707
20,contact,1707
20,contact,1707
20,contact,1707
20,contact,1707
20,contact,1707
20,contact,1707
20,continue,725
20,continue,725
20,continue,725
20,controllers,1708
20,couldnt,377
20,covered,1709
20,craft,1710
20,deep,1494
20,deep,1494
20,designed,1711
20,detail,1712
20,detected,1713
20,developed,1714
20,difficulties,1715
20,doyle,1716
20,doyle,1716
20,doyle,1716
20,earth,1717
20,earth,1717
20,earth,1717
20,earth,1717
20,earth,1717
20,earth,1717
20,earths,1718
20,ed,1719
20,engineers,1720
20,entered,916
20,entirely,1721
20,evening,1505
20,evening,1505
20,expect,1722
20,expected,1723
20,expected,1723
20,expected,1723
20,expected,1723
20,failed,1108
20,far,386
20,features,1724
20,fields,1725
20,fifteen,1726
20,first,55
20,fixed,1727
20,flawed,1728
20,fleet,1729
20,flows,1730
20,focused,1731
20,football,1732
20,formal,1733
20,fractures,1734
20,fuel,1735
20,global,1736
20,good,66
20,good,66
20,guide,1737
20,healthy,1738
20,hear,1739
20,heard,403
20,hearing,1740
20,help,784
20,hours,1741
20,hubble,1742
20,hydrogen,1743
20,images,1744
20,instructions,1745
20,instructions,1745
20,jet,1746
20,jim,1747
20,journey,1748
20,lab,1749
20,laboratory,1750
20,landed,549
20,landscape,1751
20,landscape,1751
20,last,95
20,late,413
20,launched,550
20,launched,550
20,leaks,1752
20,level,1172
20,loaded,929
20,locked,100
20,long,101
20,looked,1753
20,looked,1753
20,looks,1174
20,loss,1754
20,loss,1754
20,lost,1044
20,lost,1044
20,lost,1044
20,lost,1044
20,made,261
20,made,261
20,magellan,1755
20,magellan,1755
20,magellan,1755
20,magellan,1755
20,magellan,1755
20,magellan,1755
20,magellan,1755
20,magellan,1755
20,magellan,1755
20,magellan,1755
20,magellan,1755
20,magellans,1756
20,magellans,1756
20,make,262
20,make,262
20,make,262
20,make,262
20,manager,1757
20,manager,1757
20,map,1758
20,map,1758
20,maps,1759
20,meant,1546
20,midday,1760
20,miles,1048
20,miles,1048
20,million,268
20,mission,1761
20,mission,1761
20,monday,423
20,months,933
20,morning,108
20,nasa,1762
20,nasa,1762
20,nasa,1762
20,nasas,1763
20,nasas,1763
20,nasas,1763
20,neighbor,1764
20,network,1765
20,network,1765
20,new,563
20,new,563
20,news,564
20,night,935
20,official,275
20,officials,814
20,officials,814
20,orbit,1766
20,originally,1767
20,outage,1768
20,overnight,1769
20,photos,1770
20,pictures,1771
20,pictures,1771
20,pictures,1771
20,pictures,1771
20,pictures,1771
20,pictures,1771
20,pictures,1771
20,pictures,1771
20,planet,1124
20,planet,1124
20,planetary,1772
20,pm,1773
20,pm,1773
20,point,285
20,pointed,439
20,position,289
20,power,833
20,pretty,1774
20,pretty,1774
20,prevent,1775
20,previous,1776
20,probe,1777
20,problem,839
20,problem,839
20,problem,839
20,problem,839
20,problems,1778
20,procedure,1779
20,produced,442
20,programs,1780
20,project,294
20,project,294
20,project,294
20,properly,1781
20,properly,1781
20,properly,1781
20,propulsion,1782
20,protective,1783
20,radar,1784
20,radar,1784
20,radar,1784
20,radar,1784
20,radar,1784
20,radar,1784
20,radio,1568
20,raw,1785
20,receive,303
20,reflected,1786
20,release,135
20,relief,1088
20,returned,1787
20,routine,1788
20,routinely,1789
20,rushed,1790
20,saunders,1791
20,saunders,1791
20,scientist,1792
20,scientists,1793
20,scientists,1793
20,scientists,1793
20,scientists,1793
20,scientists,1793
20,scientists,1793
20,searching,1794
20,second,1447
20,second,1447
20,second,1447
20,seeing,1795
20,send,657
20,send,657
20,sense,1796
20,september,319
20,sherry,1797
20,short,1798
20,show,1799
20,shuttle,1800
20,shuttle,1800
20,signal,1801
20,signal,1801
20,signal,1801
20,signal,1801
20,silence,1802
20,small,1381
20,small,1381
20,socalled,1803
20,solar,1804
20,soviet,1805
20,soviet,1805
20,space,1806
20,space,1806
20,space,1806
20,space,1806
20,spacecraft,1807
20,spacecraft,1807
20,spacecraft,1807
20,spacecraft,1807
20,spacecraft,1807
20,spacecraft,1807
20,spacecraft,1807
20,spacecraft,1807
20,spacecraft,1807
20,spacecraft,1807
20,spacecraft,1807
20,spear,1808
20,spear,1808
20,spokesman,160
20,star,610
20,star,610
20,star,610
20,star,610
20,stars,1593
20,start,1594
20,start,1594
20,started,661
20,station,1809
20,stations,1810
20,steve,1811
20,steve,1811
20,stressed,1812
20,sun,1813
20,sun,1813
20,sun,1813
20,supposed,1814
20,sure,662
20,sure,662
20,surface,1815
20,surface,1815
20,telescope,1816
20,temporarily,1817
20,test,1818
20,test,1818
20,test,1818
20,test,1818
20,thick,1819
20,thursday,964
20,thursday,964
20,thursday,964
20,thursday,964
20,thursdays,1820
20,time,338
20,times,965
20,today,619
20,tony,1135
20,top,466
20,touch,668
20,troubles,1207
20,two,887
20,two,887
20,two,887
20,twoday,1821
20,unexpected,1822
20,unknown,1386
20,venus,1823
20,venus,1823
20,venus,1823
20,venus,1823
20,venus,1823
20,venus,1823
20,visited,1606
20,waiting,1824
20,wake,1825
20,wall,176
20,wall,176
20,wall,176
20,wall,176
20,waves,1826
20,waves,1826
20,week,894
20,went,177
20,wide,977
20,word,671
20,wrong,1827
20,yield,1828
21,animal,1829
21,animals,902
21,arrest,351
21,bit,1830
21,bit,1830
21,bit,1830
21,came,206
21,capital,1022
21,charge,637
21,chase,1831
21,chased,1832
21,clinic,1833
21,constable,1834
21,dog,1835
21,dog,1835
21,dog,1835
21,dog,1835
21,dog,1835
21,ear,1836
21,face,1837
21,got,643
21,individuals,1838
21,injured,1839
21,injury,1840
21,injury,1840
21,man,263
21,man,263
21,man,263
21,natal,1841
21,neck,1842
21,neck,1842
21,patrol,1843
21,philip,1844
21,police,126
21,police,126
21,police,126
21,police,126
21,property,1845
21,provincial,1846
21,searched,1847
21,serious,150
21,state,868
21,suspect,1848
21,suspicious,1849
21,today,619
21,treated,1850
21,turned,1851
21,two,887
21,weekend,1852
21,worst,1093
21,yearold,183
22,average,1618
22,closed,1853
22,exchange,522
22,nikkei,1854
22,points,1300
22,points,1300
22,stock,612
22,stock,612
22,tokyo,1855
22,tuesday,623
23,active,1018
23,brief,1856
23,fires,1013
23,forest,1014
23,summary,1015
23,thursday,964
23,west,628
24,acquired,1857
24,actress,480
24,age,481
24,alive,1475
24,april,1858
24,biography,1859
24,book,1860
24,book,1860
24,book,1860
24,book,1860
24,charles,26
24,company,211
24,deals,1861
24,deals,1861
24,died,39
24,douglas,515
24,fact,1862
24,friends,62
24,gilbert,1863
24,greatest,1864
24,happy,1523
24,john,1363
24,late,413
24,life,1539
24,locked,100
24,long,101
24,men,556
24,men,556
24,montgomery,1865
24,movie,1866
24,novelist,1867
24,poet,581
24,published,1868
24,published,1868
24,publisher,1869
24,publisher,1869
24,pursued,1870
24,recalls,1871
24,relationship,1872
24,reluctant,1873
24,robert,310
24,robert,310
24,rumored,1874
24,simon,1875
24,statement,960
24,statement,960
24,talked,1453
24,talking,166
24,taylor,1876
24,tells,1877
24,told,339
24,understanding,1878
24,women,631
24,words,1879
24,written,1613
24,years,184
24,years,184
25,ability,1880
25,acknowledged,188
25,action,1881
25,addition,1882
25,addressing,1470
25,admits,1883
25,analyst,1884
25,analysts,1885
25,announced,488
25,announced,488
25,annual,1232
25,anthony,1886
25,approximately,1887
25,asked,194
25,assessment,1888
25,asset,1889
25,asset,1889
25,asset,1889
25,assets,1616
25,assets,1616
25,assets,1616
25,assistance,1890
25,assure,692
25,attrition,1891
25,authorities,13
25,bad,1892
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,bank,491
25,banking,1893
25,banking,1893
25,banks,1894
25,banks,1894
25,banks,1894
25,billion,201
25,billion,201
25,billion,201
25,billion,201
25,billion,201
25,bonuses,1895
25,borrowers,1896
25,boston,1897
25,brokerage,1898
25,business,703
25,businesses,704
25,canceled,1899
25,chairman,1101
25,chairman,1101
25,claim,1345
25,co,1626
25,combination,1900
25,come,208
25,commission,1901
25,company,211
25,company,211
25,company,211
25,compared,1347
25,competitive,1902
25,concentrate,1903
25,concern,213
25,connecticut,1904
25,continued,1905
25,continues,639
25,cooperating,1906
25,corp,1630
25,corporate,1907
25,corporation,1908
25,corporation,1908
25,corporations,730
25,corporations,730
25,costs,1909
25,court,507
25,court,507
25,credit,1910
25,current,1633
25,customer,1911
25,cuts,1912
25,cuts,1912
25,cutting,1913
25,days,379
25,decisions,1914
25,decline,1915
25,details,1916
25,deterioration,1917
25,difficult,1918
25,difficult,1918
25,difficulties,1715
25,difficulty,1919
25,direction,1920
25,directions,1921
25,disclosed,1922
25,disclosing,1923
25,discount,223
25,documents,912
25,documents,912
25,doubt,1924
25,due,381
25,due,381
25,earlier,227
25,economy,1252
25,economy,1252
25,economy,1252
25,economy,1252
25,efforts,760
25,eliminated,1925
25,eliminated,1925
25,employees,1926
25,employees,1926
25,end,913
25,england,1107
25,england,1107
25,england,1107
25,england,1107
25,england,1107
25,england,1107
25,england,1107
25,england,1107
25,essential,1927
25,estate,1928
25,estate,1928
25,estate,1928
25,eventually,1929
25,exchange,522
25,executives,1930
25,expected,1723
25,expected,1723
25,expects,1931
25,expects,1931
25,expenses,1640
25,experiencing,1932
25,external,1933
25,extremely,1934
25,faces,1935
25,federal,48
25,federal,48
25,federal,48
25,filed,1936
25,filed,1936
25,financial,1642
25,financial,1642
25,financial,1642
25,first,55
25,fish,1937
25,fish,1937
25,fish,1937
25,frozen,1938
25,future,1517
25,future,1517
25,future,1517
25,gave,1939
25,gerard,1940
25,government,241
25,guidelines,1941
25,highest,1035
25,hiring,1942
25,impact,1943
25,inc,248
25,inc,248
25,increase,788
25,increase,788
25,institution,1944
25,insurance,1945
25,insurance,1945
25,island,1946
25,james,1947
25,job,1168
25,k,1948
25,key,1535
25,large,1949
25,largely,1950
25,last,95
25,last,95
25,last,95
25,last,95
25,lawrence,1951
25,lawsuit,1952
25,lay,1652
25,layoffs,1953
25,lending,1954
25,lending,1954
25,letter,800
25,level,1172
25,life,1539
25,likely,1281
25,loans,1955
25,loans,1955
25,loans,1955
25,loans,1955
25,lost,1044
25,lower,1283
25,maine,1956
25,maintains,1957
25,maintenance,1958
25,march,1959
25,market,1653
25,measures,1960
25,million,268
25,million,268
25,million,268
25,month,807
25,month,807
25,mounting,1961
25,moves,1962
25,moynihan,1963
25,mutual,1964
25,mutual,1964
25,named,1965
25,needs,1966
25,new,563
25,new,563
25,new,563
25,new,563
25,new,563
25,new,563
25,new,563
25,new,563
25,new,563
25,new,563
25,note,1223
25,note,1223
25,notify,1967
25,officers,117
25,officials,814
25,onethird,1968
25,operating,815
25,operating,815
25,operations,816
25,operations,816
25,order,1969
25,order,1969
25,ordered,1970
25,orders,1971
25,orders,1971
25,organizations,1972
25,outside,120
25,outside,120
25,painful,1973
25,parties,1974
25,payments,823
25,penn,577
25,penn,577
25,pennsylvania,578
25,percent,280
25,performing,434
25,personnel,1975
25,personnel,1975
25,plan,829
25,plan,829
25,plan,829
25,plan,829
25,plan,829
25,portfolio,1976
25,possible,1977
25,practices,1978
25,predicted,1979
25,president,292
25,primary,129
25,primary,129
25,principal,1980
25,problems,1778
25,processing,1981
25,quality,1982
25,quarter,1661
25,raises,1983
25,real,1984
25,real,1984
25,real,1984
25,rebuild,1985
25,rebuild,1985
25,recovery,1986
25,reduce,1664
25,reduction,1667
25,reductions,1987
25,regulatory,1988
25,remains,1989
25,reported,1089
25,required,945
25,results,1990
25,review,1991
25,rhode,1992
25,sales,312
25,sales,312
25,sales,312
25,saying,314
25,securities,1993
25,see,146
25,sell,318
25,senior,147
25,service,1131
25,services,1994
25,services,1994
25,shaky,1995
25,shareholders,1676
25,sign,1996
25,signed,1997
25,slashing,1998
25,smaller,1999
25,sooner,2000
25,speed,2001
25,spreading,2002
25,staff,867
25,status,2003
25,steps,2004
25,strategic,2005
25,strategic,2005
25,strengthen,1678
25,stronger,1324
25,structure,2006
25,subsidiaries,2007
25,successful,2008
25,sued,2009
25,survive,2010
25,suspended,2011
25,take,329
25,taken,2012
25,third,170
25,thorough,2013
25,tight,2014
25,time,338
25,time,338
25,troubled,174
25,troubled,174
25,troubles,1207
25,try,886
25,tucker,2015
25,unsuccessful,2016
25,vice,341
25,wednesday,345
25,week,894
25,week,894
25,week,894
25,workers,1010
25,workforce,2017
25,year,182
25,year,182
25,year,182
26,accurate,2018
26,ago,3
26,air,483
26,american,485
26,arab,2019
26,arab,2019
26,arabia,2020
26,arabia,2020
26,arabia,2020
26,arabia,2020
26,armor,2021
26,armored,2022
26,armys,2023
26,arrived,489
26,arriving,2024
26,arsenal,2025
26,barry,2026
26,biggest,1622
26,border,203
26,boss,2027
26,bradley,2028
26,brigade,2029
26,bring,2030
26,british,2031
26,brought,702
26,buildup,2032
26,burgeoning,2033
26,cannon,2034
26,carrying,2035
26,change,1624
26,clean,2036
26,clock,2037
26,col,2038
26,commanders,2039
26,comparable,2040
26,completed,1703
26,considered,2041
26,crews,2042
26,damage,2043
26,defense,741
26,deployed,745
26,deployment,2044
26,desert,2045
26,desert,2045
26,distance,2046
26,divisions,2047
26,doubt,1924
26,dozens,2048
26,early,756
26,equivalent,2049
26,era,2050
26,expected,1723
26,export,917
26,far,386
26,feet,389
26,fighting,2051
26,force,531
26,force,531
26,forces,772
26,forces,772
26,forces,772
26,forces,772
26,forces,772
26,front,393
26,front,393
26,georgia,1356
26,good,66
26,got,643
26,ground,2052
26,ground,2052
26,ground,2052
26,ground,2052
26,ground,2052
26,group,242
26,guidance,2053
26,heaviest,2054
26,heavy,2055
26,heavy,2055
26,heavy,2055
26,heavy,2055
26,heavy,2055
26,home,404
26,huge,1163
26,huge,1163
26,imposing,2056
26,infantry,2057
26,infantry,2057
26,iraq,250
26,iraq,250
26,iraq,250
26,iraqi,251
26,iraqis,2058
26,just,87
26,kuwait,2059
26,left,551
26,line,1282
26,line,1282
26,long,101
26,lt,419
26,m,2060
26,m,2060
26,m,2060
26,m,2060
26,m,2060
26,manning,2061
26,marine,1179
26,mechanized,2062
26,miles,1048
26,military,557
26,mind,1430
26,mm,2063
26,model,2064
26,models,2065
26,modern,558
26,mph,2066
26,ms,110
26,ms,110
26,ms,110
26,ms,110
26,ms,110
26,multinational,2067
26,north,1369
26,northeastern,1086
26,numbers,2068
26,occupied,569
26,october,1296
26,planes,2069
26,port,287
26,primarily,2070
26,reach,2071
26,reached,302
26,reporters,852
26,rolled,2072
26,ronald,2073
26,sand,2074
26,saudi,599
26,saudi,599
26,saudi,599
26,saudi,599
26,saudi,599
26,saudi,599
26,saudi,599
26,saudi,599
26,scores,2075
26,sgt,2076
26,ships,954
26,short,1798
26,showed,1587
26,smaller,1999
26,soil,2077
26,speedy,2078
26,standoff,2079
26,strategy,2080
26,succeed,1202
26,superior,2081
26,support,1007
26,systems,462
26,t,2082
26,t,2082
26,t,2082
26,t,2082
26,take,329
26,tank,2083
26,tanks,2084
26,tanks,2084
26,tanks,2084
26,tanks,2084
26,tanks,2084
26,tanks,2084
26,technology,2085
26,th,169
26,th,169
26,theres,665
26,theyve,2086
26,today,619
26,today,619
26,tons,966
26,top,466
26,training,2087
26,transport,2088
26,transport,2088
26,travel,882
26,trip,2089
26,two,887
26,two,887
26,usled,626
26,vehicles,2090
26,vehicles,2090
26,versions,2091
26,vietnam,2092
26,war,344
26,weapon,2093
26,weaponry,2094
26,weapons,2095
26,weeks,896
26,weighing,897
26,weve,2096
27,accord,2097
27,accused,675
27,ago,3
27,agreed,2098
27,agreement,2099
27,agreement,2099
27,agreement,2099
27,agreement,2099
27,agreement,2099
27,aid,2100
27,allow,2101
27,american,485
27,announced,488
27,anonymity,190
27,apart,2102
27,april,1858
27,attempt,354
27,attempt,354
27,bargain,2103
27,believes,698
27,bermudez,2104
27,bermudez,2104
27,bermudez,2104
27,bermudez,2104
27,border,203
27,brother,2105
27,buy,705
27,calero,2106
27,calero,2106
27,calero,2106
27,ceasefire,2107
27,ceasefire,2107
27,ceasefire,2107
27,civilian,2108
27,civilian,2108
27,collect,1701
27,combatants,2109
27,commander,715
27,commanders,2039
27,commanders,2039
27,condition,33
27,conditions,1629
27,conditions,1629
27,conflict,2110
27,contra,2111
27,contra,2111
27,contra,2111
27,contra,2111
27,contra,2111
27,contras,2112
27,contras,2112
27,contras,2112
27,control,727
27,cost,2113
27,cross,2114
27,current,1633
27,daniel,2115
27,day,218
27,days,379
27,decisions,1914
27,declaring,2116
27,defense,741
27,delegation,2117
27,delegations,2118
27,denied,219
27,deputy,1025
27,differed,2119
27,directorate,2120
27,directors,2121
27,discussed,224
27,divided,2122
27,effort,759
27,end,913
27,end,913
27,enduring,2123
27,enrique,2124
27,essential,1927
27,essential,1927
27,established,764
27,estimates,2125
27,expires,2126
27,extend,2127
27,extended,2128
27,extension,2129
27,facilitate,2130
27,faith,2131
27,far,386
27,fighters,2132
27,final,1515
27,foreign,234
27,gather,2133
27,gather,2133
27,gen,775
27,good,66
27,good,66
27,government,241
27,government,241
27,government,241
27,governments,2134
27,help,784
27,highlevel,2135
27,humanitarian,2136
27,humberto,2137
27,humberto,2137
27,immediate,786
27,immediately,1531
27,immediately,1531
27,improve,2138
27,influence,2139
27,inside,409
27,inside,409
27,inside,409
27,interested,410
27,international,792
27,interview,1533
27,interview,1533
27,issued,2140
27,issues,2141
27,known,1170
27,lack,2142
27,leader,1041
27,leader,1041
27,leaders,995
27,leadership,1042
27,leftist,2143
27,let,416
27,lives,2144
27,managua,2145
27,march,1959
27,marks,421
27,met,2146
27,miami,2147
27,military,557
27,military,557
27,minister,269
27,minister,269
27,movement,2148
27,negotiate,2149
27,negotiating,2150
27,negotiations,2151
27,negotiators,2152
27,negotiators,2152
27,noted,2153
27,objective,2154
27,obviously,431
27,offer,273
27,offer,273
27,offered,274
27,official,275
27,operational,2155
27,opposing,2156
27,orders,1971
27,ortega,2157
27,ortega,2157
27,ortega,2157
27,ortega,2157
27,ortega,2157
27,oust,818
27,peace,1560
27,peace,1560
27,place,437
27,political,286
27,post,291
27,predicted,1979
27,president,292
27,president,292
27,previous,1776
27,previously,2158
27,process,2159
27,proposal,2160
27,proposal,2160
27,propose,2161
27,proposed,297
27,purpose,2162
27,ranks,2163
27,reach,2071
27,reached,302
27,reached,302
27,reaching,2164
27,read,2165
27,rebel,2166
27,rebel,2166
27,rebel,2166
27,rebel,2166
27,rebel,2166
27,rebel,2166
27,rebel,2166
27,rebels,2167
27,rebels,2167
27,rebels,2167
27,rebels,2167
27,rebels,2167
27,recent,1663
27,red,2168
27,remain,849
27,remove,850
27,reporters,852
27,reports,1224
27,resumed,2169
27,rumors,2170
27,safe,2171
27,safe,2171
27,sandinista,2172
27,sandinista,2172
27,sandinista,2172
27,sandinista,2172
27,sandinistas,2173
27,sandinistas,2173
27,sandinistas,2173
27,second,1447
27,sectors,2174
27,sees,317
27,session,2175
27,seven,950
27,shortly,2176
27,shows,2177
27,sides,2178
27,sides,2178
27,sides,2178
27,sides,2178
27,sources,322
27,sources,322
27,southern,865
27,speaking,323
27,split,2179
27,split,2179
27,split,2179
27,spokeswoman,866
27,started,661
27,statement,960
27,support,1007
27,takes,663
27,taking,877
27,taking,877
27,talks,878
27,talks,878
27,talks,878
27,talks,878
27,talks,878
27,telephone,330
27,telephone,330
27,threat,2180
27,threeday,2181
27,thursday,964
27,thursday,964
27,thursday,964
27,time,338
27,time,338
27,told,339
27,top,466
27,tried,468
27,truce,2182
27,truce,2182
27,two,887
27,two,887
27,two,887
27,twomonth,2183
27,unsuccessfully,2184
27,usbacked,2185
27,victor,2186
27,war,344
27,wednesday,345
27,wednesday,345
27,week,894
27,work,346
27,yearold,183
27,zones,2187
27,zones,2187
27,zones,2187
28,agency,2188
28,ago,3
28,allegedly,5
28,allowed,901
28,allowed,901
28,arrested,9
28,arrested,9
28,authorities,13
28,basic,2189
28,basic,2189
28,believed,200
28,bidder,2190
28,black,497
28,broken,2191
28,building,21
28,caused,1241
28,city,368
28,co,1626
28,communist,2192
28,consumers,2193
28,cuban,2194
28,cuban,2194
28,cuban,2194
28,distribution,2195
28,earned,757
28,eliminated,1925
28,employees,1926
28,ended,1502
28,enterprise,2196
28,exchange,522
28,experimental,2197
28,farmers,2198
28,food,2199
28,foreign,234
28,goods,1266
28,goods,1266
28,government,241
28,government,241
28,grocery,2200
28,grocery,2200
28,growers,2201
28,havana,2202
28,highest,1035
28,illegal,918
28,inflated,2203
28,involved,922
28,island,1946
28,lack,2142
28,large,1949
28,largest,1651
28,line,1282
28,lines,2204
28,long,101
28,major,1177
28,market,1653
28,market,1653
28,markets,1286
28,mexico,2205
28,monitored,2206
28,news,564
28,news,564
28,numerous,2207
28,officers,117
28,official,275
28,old,2208
28,operated,2209
28,organization,571
28,places,2210
28,plus,2211
28,police,126
28,prensa,2212
28,prensa,2212
28,prensa,2212
28,prices,583
28,private,130
28,problems,1778
28,products,2213
28,quantities,2214
28,report,594
28,report,594
28,report,594
28,revolution,2215
28,ring,2216
28,scarce,2217
28,scheme,2218
28,sears,2219
28,sell,318
28,sold,1677
28,speculators,2220
28,store,2221
28,store,2221
28,sunday,461
28,two,887
28,wait,2222
28,worker,2223
28,years,184
29,admission,2224
29,admit,2225
29,admit,2225
29,admitted,2226
29,affairs,1472
29,agency,2188
29,ago,3
29,announced,488
29,apologized,2227
29,apologized,2227
29,apparently,7
29,april,1858
29,archives,2228
29,archives,2228
29,area,1691
29,army,689
29,back,356
29,barrier,2229
29,beginning,2230
29,beginning,2230
29,better,360
29,blamed,2231
29,blamed,2231
29,blamed,2231
29,blank,2232
29,bodies,2233
29,bodies,2233
29,border,203
29,brought,702
29,buried,2234
29,called,363
29,came,206
29,came,206
29,camp,2235
29,camps,1074
29,camps,1074
29,camps,1074
29,captured,2236
29,captured,2236
29,captured,2236
29,captured,2236
29,carefully,2237
29,carried,23
29,cast,2238
29,caused,1241
29,central,711
29,century,2239
29,chief,27
29,clearly,2240
29,come,208
29,committee,716
29,communist,2192
29,confession,2241
29,congressional,2242
29,connection,2243
29,considered,2041
29,copies,2244
29,cream,2245
29,crimes,2246
29,crimes,2246
29,crimes,2246
29,criminals,2247
29,crying,35
29,day,218
29,day,218
29,day,218
29,day,218
29,deaths,2248
29,deaths,2248
29,deep,1494
29,denial,2249
29,despite,746
29,didnt,38
29,died,39
29,died,39
29,died,39
29,dinner,2250
29,disappeared,2251
29,discovered,2252
29,discovery,2253
29,documents,912
29,earlier,227
29,early,756
29,east,2254
29,eastern,1077
29,easy,2255
29,ended,1502
29,era,2050
29,evacuated,1078
29,evil,2256
29,executed,523
29,expressed,1510
29,expressing,2257
29,fathers,2258
29,fell,2259
29,final,1515
29,forest,1014
29,forest,1014
29,found,59
29,found,59
29,friday,61
29,friday,61
29,friday,61
29,friday,61
29,friends,62
29,future,1517
29,gave,1939
29,gdansk,2260
29,genuine,2261
29,genuine,2261
29,german,2262
29,germany,2263
29,germanys,2264
29,glasnost,2265
29,good,66
29,good,66
29,gorbachev,2266
29,gorbachev,2266
29,gorbachev,2266
29,gorbachev,2266
29,gorbachevs,2267
29,governments,2134
29,graves,2268
29,graves,2268
29,graves,2268
29,graves,2268
29,graves,2268
29,great,535
29,greater,2269
29,half,993
29,hand,2270
29,happens,2271
29,head,2272
29,historians,2273
29,historians,2273
29,historical,2274
29,history,539
29,history,539
29,hitler,2275
29,holocaust,2276
29,honoring,2277
29,i,79
29,ii,2278
29,ii,2278
29,ii,2278
29,ii,2278
29,ii,2278
29,immediately,1531
29,imprisoned,2279
29,imprisoned,2279
29,improved,2280
29,indicate,2281
29,indirectly,2282
29,insisted,2283
29,invaded,2284
29,issued,2140
29,jaruzelski,2285
29,jaruzelski,2285
29,jaruzelski,2285
29,jaruzelski,2285
29,josef,2286
29,katyn,2287
29,katyn,2287
29,katyn,2287
29,katyn,2287
29,katyn,2287
29,katyn,2287
29,kgb,2288
29,killed,91
29,killed,91
29,killing,2289
29,layers,2290
29,leader,1041
29,leaders,995
29,leaders,995
29,lech,2291
29,lies,2292
29,light,1280
29,live,2293
29,live,2293
29,long,101
29,long,101
29,loyal,2294
29,march,1959
29,mass,2295
29,mass,2295
29,mass,2295
29,massacre,2296
29,massacre,2296
29,massacre,2296
29,massacre,2296
29,material,2297
29,memorial,2298
29,met,2146
29,mikhail,2299
29,millions,2300
29,moscow,2301
29,moscow,2301
29,mother,1432
29,ms,110
29,murder,111
29,murder,111
29,mutual,1964
29,nazi,2302
29,nazis,2303
29,nazis,2303
29,new,563
29,news,564
29,news,564
29,night,935
29,northwest,2304
29,officers,117
29,officers,117
29,officers,117
29,officers,117
29,officers,117
29,officers,117
29,officers,117
29,officers,117
29,officers,117
29,officers,117
29,official,275
29,official,275
29,openness,2305
29,operation,2306
29,operation,2306
29,parliament,2307
29,people,124
29,peoples,2308
29,planned,284
29,pleased,2309
29,poland,2310
29,poland,2310
29,poland,2310
29,polands,2311
29,poles,2312
29,poles,2312
29,poles,2312
29,police,126
29,police,126
29,policy,2313
29,polish,2314
29,polish,2314
29,polish,2314
29,polish,2314
29,polish,2314
29,polish,2314
29,polish,2314
29,polish,2314
29,polish,2314
29,polish,2314
29,polish,2314
29,potential,2315
29,predecessor,2316
29,president,292
29,president,292
29,previous,1776
29,previously,2158
29,prison,1187
29,prisoners,838
29,problems,1778
29,propaganda,2317
29,purposes,2318
29,questioning,2319
29,quoted,300
29,recalled,445
29,recently,655
29,recently,655
29,records,2320
29,records,2320
29,records,2320
29,referred,305
29,regret,2321
29,regret,2321
29,regret,2321
29,regret,2321
29,relations,306
29,relations,306
29,relations,306
29,relatives,134
29,relatives,134
29,remain,849
29,renewal,2322
29,reparations,2323
29,reported,1089
29,reported,1089
29,responsibility,1190
29,responsibility,1190
29,responsible,2324
29,rest,2325
29,saturday,142
29,saying,314
29,saying,314
29,scheduled,2326
29,secret,316
29,secret,316
29,sent,861
29,shortly,2176
29,shot,155
29,shot,155
29,side,2327
29,single,1006
29,slayings,2328
29,society,1226
29,soldiers,863
29,soldiers,863
29,solidarity,2329
29,soviet,1805
29,soviet,1805
29,soviet,1805
29,soviet,1805
29,soviet,1805
29,soviet,1805
29,soviet,1805
29,soviet,1805
29,soviet,1805
29,soviet,1805
29,soviet,1805
29,soviet,1805
29,soviet,1805
29,soviet,1805
29,soviet,1805
